route_id,agency_id,trip_id,trip_origin,origin_departure_time,trip_headsign,destination_arrival_time,trip_short_name,direction_id,version,countries,is_active,irregularities,service_id,classes,connections,catering,plugs,wheelchair_accessible,bikes_allowed,car_transport,duration,distance,emissions_co2e,co2_per_km,via,_c26,_c27,_c28,_c29,_c30,_c31,_c32,_c33,_c34,_c35,_c36,_c37,_c38,_c39,_c40,_c41,_c42,_c43,_c44,_c45,_c46,_c47,_c48,Merged Doc ID - ONTD_Chatbase_Export,Merged Doc URL - ONTD_Chatbase_Export,Link to merged Doc - ONTD_Chatbase_Export,Document Merge Status - ONTD_Chatbase_Export,_c53,_c54,_c55,_c56
47,HŽPP,HŽPP 1841,Split,2026-03-16 21:11:00,Vukovar,2026-03-16 11:11:00,1841,1,,HR,Y,,Daily (Jul-Aug),"seat, couchette, sleeper",,2.0,1.0,2.0,1.0,2.0,14:00:00,700.0,6.5,9.29,Knin - Zagreb Gl. K. - Slavonski Brod,Knin,Zagreb Gl. K.,Slavonski Brod,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
48,HŽPP,HŽPP 1880,Osijek,2026-03-16 19:48:00,Split,2026-03-16 09:21:00,1880,0,,HR,Y,,Daily (Jul-Aug),"seat, couchette, sleeper",,2.0,1.0,2.0,1.0,2.0,13:33:00,677.0,6.5,9.6,Zagreb Gl. K. - Knin,Zagreb Gl. K.,Knin,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
48,HŽPP,HŽPP 1881,Split,2026-03-16 22:23:00,Osijek,2026-03-16 12:04:00,1881,1,,HR,Y,,Daily (Jul-Aug),"seat, couchette, sleeper",,2.0,1.0,2.0,1.0,2.0,13:41:00,677.0,6.5,9.6,Knin - Zagreb Gl. K. - Bjelovar,Knin,Zagreb Gl. K.,Bjelovar,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
57,HŽPP/ÖBB,HŽPP/ÖBB EN 414,Zagreb Gl. K.,2026-03-16 19:38:00,Stuttgart Hbf,2026-03-16 08:38:00,EN 414,0,,"DE, AT, SI, HR",Y,,Daily,"seat, couchette, sleeper",,,,,,2.0,13:00:00,807.0,11.1,13.75,Ljubljana - Villach Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf,Ljubljana,Villach Hbf,Rosenheim,München Ost,Augsburg Hbf,Ulm Hbf,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
57,HŽPP/ÖBB,HŽPP/ÖBB EN 40237,Stuttgart Hbf,2026-03-16 20:29:00,Zagreb Gl. K.,2026-03-16 10:39:00,EN 40237,1,,"DE, AT, SI, HR",Y,,Daily,"seat, couchette, sleeper",,,,,,2.0,14:10:00,807.0,11.1,13.75,Ulm Hbf - Augsburg Hbf - München Ost - Rosenheim - Villach Hbf - Ljubljana,Ulm Hbf,Augsburg Hbf,München Ost,Rosenheim,Villach Hbf,Ljubljana,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
117,HŽPP/ÖBB,HŽPP/ÖBB EN 40414,Zagreb Gl. K.,2026-03-16 19:38:00,Zürich HB,2026-03-16 09:20:00,EN 40414,0,,"AT, CH, SI, HR",Y,,Daily,"seat, couchette, sleeper",,,,,,2.0,13:42:00,903.0,5.3,5.87,Ljubljana - Villach Hbf - Innsbruck Hbf - St. Anton am Arlberg - Feldkirch - Buchs (SG),Ljubljana,Villach Hbf,Innsbruck Hbf,St. Anton am Arlberg,Feldkirch,Buchs (SG),#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
117,HŽPP/ÖBB,HŽPP/ÖBB EN 40465,Zürich HB,2026-03-16 19:40:00,Zagreb Gl. K.,2026-03-16 10:39:00,EN 40465,1,,"AT, CH, SI, HR",Y,,Daily,"seat, couchette, sleeper",,,,,,2.0,14:59:00,903.0,5.3,5.87,Buchs (SG) - Feldkirch - Bludenz - St. Anton am Arlberg - Innsbruck Hbf - Villach Hbf - Ljubljana,Buchs (SG),Feldkirch,Bludenz,St. Anton am Arlberg,Innsbruck Hbf,Villach Hbf,Ljubljana,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
58,MÁV,MÁV EN 40457,Berlin Hbf,2026-03-16 19:21:00,Budapest Nyugati,2026-03-16 08:29:00,EN 40457,0,,"DE, CZ, SK, HU",Y,,Daily,"seat, couchette, sleeper",,2.0,,,,2.0,13:08:00,995.0,17.0,17.09,Berlin Südkreuz - Dresden Neustadt - Dresden Hbf - Ústí nad Labem hl.n. - Praha-Holešovice - Bratislava hl.st. - Vac,Berlin Südkreuz,Dresden Neustadt,Dresden Hbf,Ústí nad Labem hl.n.,Praha-Holešovice,Bratislava hl.st.,Vac,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
58,MÁV,MÁV EN 40476,Budapest Nyugati,2026-03-16 19:30:00,Berlin Hbf,2026-03-16 08:15:00,EN 40476,1,,"DE, CZ, SK, HU",Y,,Daily,"seat, couchette, sleeper",,2.0,,,,2.0,12:45:00,995.0,17.0,17.09,Vac - Bratislava hl.st. - Brno hl.n. - Dresden Hbf - Dresden Neustadt - Berlin Südkreuz,Vac,Bratislava hl.st.,Brno hl.n.,Dresden Hbf,Dresden Neustadt,Berlin Südkreuz,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
223,MÁV,MÁV 1246 / 1605,Budapest Déli,2026-03-16 20:30:00,Koper,2026-03-16 08:34:00,1246 / 1605,0,,"HU, SI, HR",Y,,Daily,"seat, couchette, sleeper",,,,,,2.0,12:04:00,703.0,,,Budapest Kelenföld - Vesprem - Zalaegerszeg - Ljubljana,Budapest Kelenföld,Vesprem,Zalaegerszeg,Ljubljana,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
223,MÁV,MÁV 1604 / 1247,Koper,2026-03-16 20:15:00,Budapest Déli,2026-03-16 08:29:00,1604 / 1247,1,,"HU, SI, HR",Y,,Daily,"seat, couchette, sleeper",,,,,,2.0,12:14:00,703.0,,,Ljubljana - Zalaegerszeg - Vesprem - Budapest Kelenföld,Ljubljana,Zalaegerszeg,Vesprem,Budapest Kelenföld,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
224,MÁV,MÁV 1246 / 1605 / 481,Budapest Déli,2026-03-16 20:30:00,Rijeka,2026-03-16 09:25:00,1246 / 1605 / 481,0,,"HU, SI, HR",Y,,Daily,"seat, couchette, sleeper",,,,,,2.0,12:55:00,703.0,,,Budapest Kelenföld - Vesprem - Zalaegerszeg - Ljubljana - Opatija Matulji,Budapest Kelenföld,Vesprem,Zalaegerszeg,Ljubljana,Opatija Matulji,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
224,MÁV,MÁV 480 / 1604 / 1247,Rijeka,2026-03-16 20:50:00,Budapest Déli,2026-03-16 08:29:00,480 / 1604 / 1247,1,,"HU, SI, HR",Y,,Daily,"seat, couchette, sleeper",,,,,,2.0,11:39:00,703.0,,,Opatija Matulji - Ljubljana - Zalaegerszeg - Vesprem - Budapest Kelenföld,Opatija Matulji,Ljubljana,Zalaegerszeg,Vesprem,Budapest Kelenföld,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
225,MÁV,MÁV IC 1204,Budapest Keleti,2026-03-16 18:53:00,Split,2026-03-16 08:56:00,IC 1204,0,,"HU, HR",Y,,"2024/07/07-2024/09/21: Tue, Fri, Sun","seat, couchette, sleeper",,4.0,,,,2.0,14:03:00,784.0,,,Budapest Kelenföld - Székesfehérvár - Siófok - Nagykanizsa - Zagreb Gl. K. - Karlovac - Knin,Budapest Kelenföld,Székesfehérvár,Siófok,Nagykanizsa,Zagreb Gl. K.,Karlovac,Knin,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
225,MÁV,MÁV IC 1205,Split,2026-03-16 18:28:00,Budapest Keleti,2026-03-16 09:12:00,IC 1205,1,,"HU, HR",Y,,"2024/07/08-2024/09/22: Mon, Wed, Sat","seat, couchette, sleeper",,4.0,,,,2.0,14:44:00,784.0,,,Knin - Karlovac - Zagreb Gl. K. - Nagykanizsa - Siófok - Székesfehérvár - Budapest Kelenföld,Knin,Karlovac,Zagreb Gl. K.,Nagykanizsa,Siófok,Székesfehérvár,Budapest Kelenföld,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
74,MÁV/ÖBB,MÁV/ÖBB EN 40462,Budapest Keleti,2026-03-16 20:40:00,Zürich HB,2026-03-16 08:20:00,EN 40462,0,,"AT, CH, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2.0,11:40:00,1083.0,,,Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Bludenz - Feldkirch - Buchs (SG),Budapest Kelenföld,Győr,Wien Hbf,Wien Meidling,St. Pölten Hbf,Linz Hbf,Bludenz,Feldkirch,Buchs (SG),#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
74,MÁV/ÖBB,MÁV/ÖBB EN 40467,Zürich HB,2026-03-16 20:40:00,Budapest Keleti,2026-03-16 09:19:00,EN 40467,1,,"AT, CH, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2.0,12:39:00,1083.0,,,Buchs (SG) - Feldkirch - Bludenz - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld,Buchs (SG),Feldkirch,Bludenz,Linz Hbf,St. Pölten Hbf,Wien Meidling,Wien Hbf,Győr,Budapest Kelenföld,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
54,MÁV/ÖBB,MÁV/ÖBB EN 50237,Budapest Keleti,2026-03-16 20:40:00,Stuttgart Hbf,2026-03-16 08:38:00,EN 50237,0,,"DE, AT, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2.0,11:58:00,966.0,,,Budapest Kelenföld - Győr - Wien Hbf - Wien Meidling - St. Pölten Hbf - Linz Hbf - Rosenheim - München Ost - Augsburg Hbf - Ulm Hbf,Budapest Kelenföld,Győr,Wien Hbf,Wien Meidling,St. Pölten Hbf,Linz Hbf,Rosenheim,München Ost,Augsburg Hbf,Ulm Hbf,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
54,MÁV/ÖBB,MÁV/ÖBB EN 50462,Stuttgart Hbf,2026-03-16 20:29:00,Budapest Keleti,2026-03-16 09:19:00,EN 50462,1,,"DE, AT, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2.0,12:50:00,966.0,,,Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Linz Hbf - St. Pölten Hbf - Wien Meidling - Wien Hbf - Győr - Budapest Kelenföld,Ulm Hbf,Augsburg Hbf,München Ost,Salzburg Hbf,Linz Hbf,St. Pölten Hbf,Wien Meidling,Wien Hbf,Győr,Budapest Kelenföld,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
127,MÁV/PKP,MÁV/PKP IC 407 / EN 477,Warszawa Wschodnia,2026-03-16 19:37:00,Budapest Nyugati,2026-03-16 08:29:00,IC 407 / EN 477,0,,"PL, CZ, SK, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2.0,12:52:00,902.0,,,Warszawa Centralna - Kraków Gł. - Trzebinia - Katowice - Rybnik - Bratislava hl.st. - Nové Zámky - Vac,Warszawa Centralna,Kraków Gł.,Trzebinia,Katowice,Rybnik,Bratislava hl.st.,Nové Zámky,Vac,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
127,MÁV/PKP,MÁV/PKP EN 476,Budapest Nyugati,2026-03-16 19:29:00,Warszawa Centralna,2026-03-16 08:51:00,EN 476,1,,"PL, CZ, SK, HU",Y,,Daily,"seat, couchette, sleeper",,,,,,2.0,13:22:00,902.0,,,Vac - Nové Zámky - Bratislava hl.st. - Břeclav - Katowice - Trzebinia - Kraków Gł.,Vac,Nové Zámky,Bratislava hl.st.,Břeclav,Katowice,Trzebinia,Kraków Gł.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
53,ÖBB,ÖBB NJ 236,Venezia Santa Lucia,2026-03-16 21:05:00,Stuttgart Hbf,2026-03-16 09:26:00,NJ 236,0,,"DE, AT, IT",Y,No service until 2025-07-13 (construction works),Daily,"seat, couchette, sleeper",,,,,,2.0,12:21:00,852.0,,,Udine - Villach Hbf - Salzburg Hbf - München Ost - Augsburg Hbf - Ulm Hbf,Udine,Villach Hbf,Salzburg Hbf,München Ost,Augsburg Hbf,Ulm Hbf,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
53,ÖBB,ÖBB NJ 237,Stuttgart Hbf,2026-03-16 20:01:00,Venezia Santa Lucia,2026-03-16 08:34:00,NJ 237,1,,"DE, AT, IT",Y,No service until 2025-07-13 (construction works),Daily,"seat, couchette, sleeper",,,,,,2.0,12:33:00,852.0,,,Ulm Hbf - Augsburg Hbf - München Ost - Salzburg Hbf - Villach Hbf - Udine,Ulm Hbf,Augsburg Hbf,München Ost,Salzburg Hbf,Villach Hbf,Udine,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
49,ÖBB,ÖBB NJ 294,Roma Tiburtina,2026-03-16 18:10:00,München Hbf,2026-03-16 09:22:00,NJ 294,0,,"DE, AT, IT",Y,,Daily,"seat, couchette, sleeper",,,,,,2.0,15:12:00,1092.0,,,Firenze Campo di Marte - Bologna Centrale - Villach Hbf - Salzburg Hbf - Rosenheim,Firenze Campo di Marte,Bologna Centrale,Villach Hbf,Salzburg Hbf,Rosenheim,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
49,ÖBB,ÖBB NJ 295,München Hbf,2026-03-16 20:10:00,Roma Termini,2026-03-16 09:10:00,NJ 295,1,,"DE, AT, IT",Y,,Daily,"seat, couchette, sleeper",,,,,,2.0,13:00:00,1092.0,,,Rosenheim - Salzburg Hbf - Villach Hbf - Bologna Centrale - Firenze S. M. N.,Rosenheim,Salzburg Hbf,Villach Hbf,Bologna Centrale,Firenze S. M. N.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
44,ÖBB,ÖBB NJ 402,Zürich HB,2026-03-16 21:34:00,Amsterdam Centraal,2026-03-16 09:44:00,NJ 402,0,,"DE, CH, NL",Y,Times may vary,Daily,"seat, couchette, sleeper",,,,,,2.0,12:10:00,845.0,18.0,21.3,Basel SBB - Basel Bad Bf - Freiburg (Breisgau) Hbf - Offenburg - Bonn-Beuel - Köln Hbf - Eindhoven Centraal - Utrecht Centraal,Basel SBB,Basel Bad Bf,Freiburg (Breisgau) Hbf,Offenburg,Bonn-Beuel,Köln Hbf,Eindhoven Centraal,Utrecht Centraal,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
