origin,destination,airport_origin_name,airport_dest_name,origin_city,destination_city,vehicule_type,station_lat,station_long,station_lat_dest,station_long_dest,distance_km,co2_kg,departure_time,arrival_time,source,provider
Gare de Longuerue - Vieux-Manoir,Gare de Lille Flandres,Rouen Vallée de Seine Airport,Marcq-en-Baroeul Airfield,Gare de Longuerue - Vieux-Manoir,Gare de Lille Flandres,Avion,49.384887,1.179142,50.687199,3.07556,198.26771985971553,79.90635910841995,,,airports,OurAirports
Gare de Morannes,Gare de La Baule les Pins,Solib'Ailes Airfield,La Baule-Escoublac Airport,Gare de Morannes,Gare de La Baule les Pins,Avion,47.7775,-0.514167,47.289398,-2.34639,147.86859167234084,94.8629081983585,,,airports,OurAirports
Gare de Nantes,Gare de Mer,Nantes Atlantique Airport,Beaugency Airfield,Gare de Nantes,Gare de Mer,Avion,47.153198,-1.61073,47.749467,1.578984,248.81507454609104,100.27808214234616,,,airports,OurAirports
Gare de Paris Montparnasse Vaugirard,Gare de Verneuil-sur-Avre,Vélizy-Villacoublay Air Base,Le Buternay Airfield,Gare de Paris Montparnasse Vaugirard,Gare de Verneuil-sur-Avre,Avion,48.774406,2.203102,48.611944,0.841944,101.52597081010376,65.13248513280868,,,airports,OurAirports
Gare de Paris Saint-Lazare,Gare de Trouville - Deauville,Paris-Le Bourget International Airport,Deauville Normandie airport,Gare de Paris Saint-Lazare,Gare de Trouville - Deauville,Avion,48.962276,2.436539,49.365237,0.154481,171.86476660757765,110.25729935505007,,,airports,OurAirports
Gare de Pontchaillou,Gare de Bayeux,Rennes-Saint-Jacques Airport,Mosles Airfield,Gare de Pontchaillou,Gare de Bayeux,Avion,48.0695,-1.73479,49.30083,-0.81183,152.7620805551328,98.00225362261612,,,airports,OurAirports
Gare de Rouen Rive Droite,Gare de Douai,Rouen Vallée de Seine Airport,Vitry-en-Artois Airfield,Gare de Rouen Rive Droite,Gare de Douai,Avion,49.384887,1.179142,50.337883,2.990714,167.59665206244057,107.51915358862121,,,airports,OurAirports
Gare de Saint-Piat,Gare de Saint-Mars-la-Brière,Bailleau Armenonville Airfield,Le Mans-Arnage Airport,Gare de Saint-Piat,Gare de Saint-Mars-la-Brière,Avion,48.5158,1.64,47.948604,0.201702,123.79876344878045,79.4212658637817,,,airports,OurAirports
Gare de Savenay,Gare de Angers Saint-Laud,Campbon La Berthelière Airfield,Soulaire Airfield,Gare de Savenay,Gare de Angers Saint-Laud,Avion,47.420833,-2.011944,47.565556,-0.549722,111.0302148352589,71.22979233142547,,,airports,OurAirports
Gare de Servon,Gare de Le Mans,La Baillée sous Champ Fleu Airfield,Le Mans-Arnage Airport,Gare de Servon,Gare de Le Mans,Avion,48.1875,-1.496389,47.948604,0.201702,128.94089148472418,82.72012205968593,,,airports,OurAirports
Gare de Ancenis,Gare de Onzain - Chaumont-sur-Loire,Ancenis Airfield,Chouzy-sur-Cisse Airfield,Gare de Ancenis,Gare de Onzain - Chaumont-sur-Loire,Avion,47.4081,-1.1775,47.506944,1.232778,181.53750590306365,116.46270220251616,,,airports,OurAirports
Gare de Angers Saint-Laud,Gare de Batz-sur-Mer,Soulaire Airfield,La Baule-Escoublac Airport,Gare de Angers Saint-Laud,Gare de Batz-sur-Mer,Avion,47.565556,-0.549722,47.289398,-2.34639,138.5969382144863,88.91481603847376,,,airports,OurAirports
Gare de Angers Saint-Laud,Gare de Saint-Nazaire,Soulaire Airfield,Saint-Nazaire-Montoir Airport,Gare de Angers Saint-Laud,Gare de Saint-Nazaire,Avion,47.565556,-0.549722,47.31142,-2.152634,123.82045789855806,79.43518361720312,,,airports,OurAirports
Gare de Arras,Gare de Rouen Rive Droite,Arras-Roclincourt Airfield,Rouen Vallée de Seine Airport,Gare de Arras,Gare de Rouen Rive Droite,Avion,50.323898,2.80278,49.384887,1.179142,156.36181138510756,100.31160770113048,,,airports,OurAirports
Gare de Bayeux,Gare de Dol-de-Bretagne,Mosles Airfield,Le Haut des Places Airfield,Gare de Bayeux,Gare de Dol-de-Bretagne,Avion,49.30083,-0.81183,48.474167,-1.591111,108.14580093927046,69.37933925327931,,,airports,OurAirports
Gare de Blois - Chambord,Gare de La Baule les Pins,Chouzy-sur-Cisse Airfield,La Baule-Escoublac Airport,Gare de Blois - Chambord,Gare de La Baule les Pins,Avion,47.506944,1.232778,47.289398,-2.34639,270.4555516033589,108.99968206914752,,,airports,OurAirports
Gare de Brest,Gare de Nantes,Brest Bretagne airport,Nantes Atlantique Airport,Gare de Brest,Gare de Nantes,Avion,48.447899,-4.41854,47.153198,-1.61073,254.3501684540715,102.50884972177289,,,airports,OurAirports
Gare de Briouze,Gare de Paris Montparnasse Vaugirard,Aérodrome de Flers Saint-Paul,Vélizy-Villacoublay Air Base,Gare de Briouze,Gare de Paris Montparnasse Vaugirard,Avion,48.749964,-0.593927,48.774406,2.203102,205.0234859119462,82.62908507008417,,,airports,OurAirports
Gare de Carentan,Gare de Lisieux,Lessay Airfield,La Boissière Airfield,Gare de Carentan,Gare de Lisieux,Avion,49.202276,-1.507983,49.124774,0.142758,120.33297763804676,77.19784223148439,,,airports,OurAirports
Gare de Cerizay,Gare de Tours,Mauléon Airfield,Tours Val de Loire Airport,Gare de Cerizay,Gare de Tours,Avion,46.902802,-0.697778,47.432201,0.727606,122.78257936661771,78.76934799394465,,,airports,OurAirports
Gare de Château-du-Loir,Gare de Saint-Pierre-sur-Dives,Saint-Pierre-de-Chevillé Airfield,Rouvres Airfield,Gare de Château-du-Loir,Gare de Saint-Pierre-sur-Dives,Avion,47.633333,0.452222,49.02,-0.198333,161.51589691278033,103.61813504901735,,,airports,OurAirports
Gare de Châteaubourg,Gare de Le Mans,La Baillée sous Champ Fleu Airfield,Le Mans-Arnage Airport,Gare de Châteaubourg,Gare de Le Mans,Avion,48.1875,-1.496389,47.948604,0.201702,128.94089148472418,82.72012205968593,,,airports,OurAirports
Gare de Flers,Gare de Paris Montparnasse Vaugirard,Aérodrome de Flers Saint-Paul,Vélizy-Villacoublay Air Base,Gare de Flers,Gare de Paris Montparnasse Vaugirard,Avion,48.749964,-0.593927,48.774406,2.203102,205.0234859119462,82.62908507008417,,,airports,OurAirports
Gare de Folligny,Gare de L'Aigle,Granville Airport,L'Aigle-Saint-Michel Airfield,Gare de Folligny,Gare de L'Aigle,Avion,48.883099,-1.56417,48.758502,0.656632,163.17388539632108,104.68179304108492,,,airports,OurAirports
Gare de L'Aigle,Gare de Granville,L'Aigle-Saint-Michel Airfield,Granville Airport,Gare de L'Aigle,Gare de Granville,Avion,48.758502,0.656632,48.883099,-1.56417,163.17388539632108,104.68179304108492,,,airports,OurAirports
Gare de L'Aigle,Gare de Paris Montparnasse Vaugirard,L'Aigle-Saint-Michel Airfield,Vélizy-Villacoublay Air Base,Gare de L'Aigle,Gare de Paris Montparnasse Vaugirard,Avion,48.758502,0.656632,48.774406,2.203102,113.355569881831,72.72158947250028,,,airports,OurAirports
Gare de Laval,Gare de Nantes,Laval-Entrammes Airport,Nantes Atlantique Airport,Gare de Laval,Gare de Nantes,Avion,48.032208,-0.743999,47.153198,-1.61073,117.37719805483867,75.30160555211052,,,airports,OurAirports
Gare de Le Mans,Gare de Batz-sur-Mer,Le Mans-Arnage Airport,La Baule-Escoublac Airport,Gare de Le Mans,Gare de Batz-sur-Mer,Avion,47.948604,0.201702,47.289398,-2.34639,204.55488417657855,82.4402280106919,,,airports,OurAirports
Gare de Le Vieux Briollay,Gare de Batz-sur-Mer,Soulaire Airfield,La Baule-Escoublac Airport,Gare de Le Vieux Briollay,Gare de Batz-sur-Mer,Avion,47.565556,-0.549722,47.289398,-2.34639,138.5969382144863,88.91481603847376,,,airports,OurAirports
Gare de Morannes,Gare de Batz-sur-Mer,Solib'Ailes Airfield,La Baule-Escoublac Airport,Gare de Morannes,Gare de Batz-sur-Mer,Avion,47.7775,-0.514167,47.289398,-2.34639,147.86859167234084,94.8629081983585,,,airports,OurAirports
Gare de Morannes,Gare de Savenay,Solib'Ailes Airfield,Campbon La Berthelière Airfield,Gare de Morannes,Gare de Savenay,Avion,47.7775,-0.514167,47.420833,-2.011944,119.09829714491785,76.40575122047694,,,airports,OurAirports
Gare de Nogent-le-Rotrou,Gare de Angers Saint-Laud,BELLEME St Germain de la Coudr Airfield,Soulaire Airfield,Gare de Nogent-le-Rotrou,Gare de Angers Saint-Laud,Avion,48.300556,0.581111,47.565556,-0.549722,117.37365841361003,75.2993347476271,,,airports,OurAirports
Gare de Nonancourt,Gare de Villedieu-les-Poêles,Saint-André-de-l'Eure Airfield,Avranches Le Val-Saint-Père Airfield,Gare de Nonancourt,Gare de Villedieu-les-Poêles,Avion,48.897669,1.250839,48.662255,-1.403685,196.24592353275037,79.09152962704562,,,airports,OurAirports
Gare de Onzain - Chaumont-sur-Loire,Gare de Nantes,Chouzy-sur-Cisse Airfield,Nantes Atlantique Airport,Gare de Onzain - Chaumont-sur-Loire,Gare de Nantes,Avion,47.506944,1.232778,47.153198,-1.61073,217.86783828874903,87.80564852813012,,,airports,OurAirports
Gare de Paris Saint-Lazare,Gare de Clères,Paris-Le Bourget International Airport,Pavilly Airfield,Gare de Paris Saint-Lazare,Gare de Clères,Avion,48.962276,2.436539,49.601111,0.9875,126.85804689361444,81.38390391489077,,,airports,OurAirports
Gare de Paris Saint-Lazare,Gare de Lison,Paris-Le Bourget International Airport,Mosles Airfield,Gare de Paris Saint-Lazare,Gare de Lison,Avion,48.962276,2.436539,49.30083,-0.81183,239.30319064308983,96.44457857712337,,,airports,OurAirports
Gare de Pontchâteau,Gare de Rosporden,Campbon La Berthelière Airfield,Guiscriff Scaer Airfield,Gare de Pontchâteau,Gare de Rosporden,Avion,47.420833,-2.011944,48.052502,-3.66472,142.15819766660414,91.19948937346693,,,airports,OurAirports
Gare de Pontorson - Mont-Saint-Michel,Gare de Bretteville - Norrey,Mont Saint Michel Airfield,Caen Carpiquet airport,Gare de Pontorson - Mont-Saint-Michel,Gare de Bretteville - Norrey,Avion,48.604444,-1.551667,49.17678,-0.454883,102.37016219930713,65.67406363403155,,,airports,OurAirports
Gare de Rennes,Gare de Lorient,Rennes-Saint-Jacques Airport,Lorient South Brittany (Bretagne Sud) Airport,Gare de Rennes,Gare de Lorient,Avion,48.0695,-1.73479,47.760601,-3.44,131.63988826574874,84.45162352981112,,,airports,OurAirports
Gare de Rennes,Gare de Quimper,Rennes-Saint-Jacques Airport,Quimper-Cornouaille Airport,Gare de Rennes,Gare de Quimper,Avion,48.0695,-1.73479,47.973031,-4.169655,181.39864079988175,116.37361534920865,,,airports,OurAirports
Gare de Rosporden,Gare de Savenay,Guiscriff Scaer Airfield,Campbon La Berthelière Airfield,Gare de Rosporden,Gare de Savenay,Avion,48.052502,-3.66472,47.420833,-2.011944,142.15819766660414,91.19948937346693,,,airports,OurAirports
Gare de Saint-Pierre-sur-Dives,Gare de Le Mans,Rouvres Airfield,Le Mans-Arnage Airport,Gare de Saint-Pierre-sur-Dives,Gare de Le Mans,Avion,49.02,-0.198333,47.948604,0.201702,122.72744809943227,78.73397934480339,,,airports,OurAirports
Gare de Saumur,Gare de Le Pouliguen,Aérodrome de Saumur - Saint-Florent,La Baule-Escoublac Airport,Gare de Saumur,Gare de Le Pouliguen,Avion,47.256802,-0.115142,47.289398,-2.34639,168.37261114321973,108.0169586614439,,,airports,OurAirports
Gare de Tours,Gare de Alençon,Tours Val de Loire Airport,Alençon-Valframbert Airfield,Gare de Tours,Gare de Alençon,Avion,47.432201,0.727606,48.446568,0.107996,121.8696170299552,78.1836505084145,,,airports,OurAirports
Gare de Tours,Gare de Batz-sur-Mer,Tours Val de Loire Airport,La Baule-Escoublac Airport,Gare de Tours,Gare de Batz-sur-Mer,Avion,47.432201,0.727606,47.289398,-2.34639,232.0655244716036,93.52763600767815,,,airports,OurAirports
Gare de Tours,Gare de Sées,Tours Val de Loire Airport,Argentan Airfield,Gare de Tours,Gare de Sées,Avion,47.432201,0.727606,48.709456,0.002856,151.88860361248982,97.44188740768026,,,airports,OurAirports
Gare de Valognes,Gare de Paris Saint-Lazare,Cherbourg Manche airport,Paris-Le Bourget International Airport,Gare de Valognes,Gare de Paris Saint-Lazare,Avion,49.650101,-1.47028,48.962276,2.436539,293.35351385714944,118.2280768678421,,,airports,OurAirports
Gare de Vire,Gare de Verneuil-sur-Avre,Aérodrome de Flers Saint-Paul,Le Buternay Airfield,Gare de Vire,Gare de Verneuil-sur-Avre,Avion,48.749964,-0.593927,48.611944,0.841944,106.52640620953824,68.3404405132149,,,airports,OurAirports
Gare de Ancenis,Gare de Amboise,Ancenis Airfield,Amboise Dierre Airfield,Gare de Ancenis,Gare de Amboise,Avion,47.4081,-1.1775,47.339771,0.945861,160.0696042377475,102.69028737218537,,,airports,OurAirports
Gare de Argentan,Gare de Versailles Chantiers,Argentan Airfield,Saint-Cyr-l'École Airport,Gare de Argentan,Gare de Versailles Chantiers,Avion,48.709456,0.002856,48.812459,2.067533,151.7687184905561,97.36497688065268,,,airports,OurAirports
Gare de Beaugency,Gare de La Baule les Pins,Beaugency Airfield,La Baule-Escoublac Airport,Gare de Beaugency,Gare de La Baule les Pins,Avion,47.749467,1.578984,47.289398,-2.34639,299.1453042035859,120.56229889667506,,,airports,OurAirports
Gare de Beaugency,Gare de Saint-Nazaire,Beaugency Airfield,Saint-Nazaire-Montoir Airport,Gare de Beaugency,Gare de Saint-Nazaire,Avion,47.749467,1.578984,47.31142,-2.152634,284.3377947723009,114.59453890551384,,,airports,OurAirports
Gare de Caen,Gare de La Guierche,Caen Carpiquet airport,Assé le Riboul Airfield,Gare de Caen,Gare de La Guierche,Avion,49.17678,-0.454883,48.195278,0.099444,116.47662229890472,74.72385449426494,,,airports,OurAirports
Gare de Chartres,Gare de Morannes,Chartres-Métropole Airfield,Solib'Ailes Airfield,Gare de Chartres,Gare de Morannes,Avion,48.457502,1.519843,47.7775,-0.514167,168.85994906315037,108.32960309686531,,,airports,OurAirports
Gare de Cherbourg,Gare de Bernay,Cherbourg Manche airport,Bernay-Saint-Martin Airfield,Gare de Cherbourg,Gare de Bernay,Avion,49.650101,-1.47028,49.102351,0.565882,159.49389178136732,102.32094755985213,,,airports,OurAirports
Gare de Château-du-Loir,Gare de Caen,Saint-Pierre-de-Chevillé Airfield,Caen Carpiquet airport,Gare de Château-du-Loir,Gare de Caen,Avion,47.633333,0.452222,49.17678,-0.454883,184.2199236237722,118.18356762167888,,,airports,OurAirports
Gare de Douai,Gare de Longuerue - Vieux-Manoir,Vitry-en-Artois Airfield,Rouen Vallée de Seine Airport,Gare de Douai,Gare de Longuerue - Vieux-Manoir,Avion,50.337883,2.990714,49.384887,1.179142,167.59665206244057,107.51915358862121,,,airports,OurAirports
Gare de Granville,Gare de Verneuil-sur-Avre,Granville Airport,Le Buternay Airfield,Gare de Granville,Gare de Verneuil-sur-Avre,Avion,48.883099,-1.56417,48.611944,0.841944,178.96512873244777,114.81243167090511,,,airports,OurAirports
Gare de La Baule-Escoublac,Gare de Onzain - Chaumont-sur-Loire,La Baule-Escoublac Airport,Chouzy-sur-Cisse Airfield,Gare de La Baule-Escoublac,Gare de Onzain - Chaumont-sur-Loire,Avion,47.289398,-2.34639,47.506944,1.232778,270.4555516033589,108.99968206914752,,,airports,OurAirports
Gare de Landerneau,Gare de Plénée-Jugon,Landivisiau Air Base,Dinan-Trélivan Airfield,Gare de Landerneau,Gare de Plénée-Jugon,Avion,48.5303,-4.15164,48.443351,-2.103142,151.27722319359182,97.04966534147765,,,airports,OurAirports
Gare de Le Havre,Gare de Vernon - Giverny,Le Havre-Octeville Airport,Mantes-Chérence Airfield,Gare de Le Havre,Gare de Vernon - Giverny,Avion,49.534038,0.088406,49.078814,1.68829,126.55293743249788,81.18816545229362,,,airports,OurAirports
Gare de Le Mans,Gare de Nantes,Le Mans-Arnage Airport,Nantes Atlantique Airport,Gare de Le Mans,Gare de Nantes,Avion,47.948604,0.201702,47.153198,-1.61073,162.24140453184822,104.08357373269232,,,airports,OurAirports
Gare de Le Vieux Briollay,Gare de Le Croisic,Soulaire Airfield,La Baule-Escoublac Airport,Gare de Le Vieux Briollay,Gare de Le Croisic,Avion,47.565556,-0.549722,47.289398,-2.34639,138.5969382144863,88.91481603847376,,,airports,OurAirports
Gare de Lison,Gare de Pontchaillou,Mosles Airfield,Rennes-Saint-Jacques Airport,Gare de Lison,Gare de Pontchaillou,Avion,49.30083,-0.81183,48.0695,-1.73479,152.7620805551328,98.00225362261612,,,airports,OurAirports
Gare de Longuerue - Vieux-Manoir,Gare de Douai,Rouen Vallée de Seine Airport,Vitry-en-Artois Airfield,Gare de Longuerue - Vieux-Manoir,Gare de Douai,Avion,49.384887,1.179142,50.337883,2.990714,167.59665206244057,107.51915358862121,,,airports,OurAirports
Gare de Montfort-le-Gesnois,Gare de Épernon,Le Mans-Arnage Airport,La Fontaine au Berger Airfield,Gare de Montfort-le-Gesnois,Gare de Épernon,Avion,47.948604,0.201702,48.582222,1.728889,133.19751668832168,85.45089700896287,,,airports,OurAirports
Gare de Morgny,Gare de Douai,Rouen Vallée de Seine Airport,Vitry-en-Artois Airfield,Gare de Morgny,Gare de Douai,Avion,49.384887,1.179142,50.337883,2.990714,167.59665206244057,107.51915358862121,,,airports,OurAirports
Gare de Paris Montparnasse Vaugirard,Gare de Flers,Vélizy-Villacoublay Air Base,Aérodrome de Flers Saint-Paul,Gare de Paris Montparnasse Vaugirard,Gare de Flers,Avion,48.774406,2.203102,48.749964,-0.593927,205.0234859119462,82.62908507008417,,,airports,OurAirports
Gare de Rennes,Gare de Bayeux,Rennes-Saint-Jacques Airport,Mosles Airfield,Gare de Rennes,Gare de Bayeux,Avion,48.0695,-1.73479,49.30083,-0.81183,152.7620805551328,98.00225362261612,,,airports,OurAirports
Gare de Rouen Rive Droite,Gare de Albert,Rouen Vallée de Seine Airport,La Boisselle Airfield,Gare de Rouen Rive Droite,Gare de Albert,Avion,49.384887,1.179142,50.015803,2.688594,129.25029768056874,82.91861702890458,,,airports,OurAirports
Gare de Saint-Mars-la-Brière,Gare de Paris Montparnasse Hall 1 - 2,Le Mans-Arnage Airport,Vélizy-Villacoublay Air Base,Gare de Saint-Mars-la-Brière,Gare de Paris Montparnasse Hall 1 - 2,Avion,47.948604,0.201702,48.774406,2.203102,174.04885523198755,111.65846911213804,,,airports,OurAirports
Gare de Saint-Pierre-des-Corps,Gare de Argentan,Tours Val de Loire Airport,Argentan Airfield,Gare de Saint-Pierre-des-Corps,Gare de Argentan,Avion,47.432201,0.727606,48.709456,0.002856,151.88860361248982,97.44188740768026,,,airports,OurAirports
Gare de Saint-Pierre-des-Corps,Gare de Batz-sur-Mer,Tours Val de Loire Airport,La Baule-Escoublac Airport,Gare de Saint-Pierre-des-Corps,Gare de Batz-sur-Mer,Avion,47.432201,0.727606,47.289398,-2.34639,232.0655244716036,93.52763600767815,,,airports,OurAirports
Gare de Surdon,Gare de Granville,Argentan Airfield,Granville Airport,Gare de Surdon,Gare de Granville,Avion,48.709456,0.002856,48.883099,-1.56417,116.39252773821963,74.66990487250939,,,airports,OurAirports
Gare de Tours,Gare de Saint-Pierre-sur-Dives,Tours Val de Loire Airport,Rouvres Airfield,Gare de Tours,Gare de Saint-Pierre-sur-Dives,Avion,47.432201,0.727606,49.02,-0.198333,189.4069027628083,76.33525013798106,,,airports,OurAirports
Gare de Villedieu-les-Poêles,Gare de Paris Montparnasse Hall 1 - 2,Avranches Le Val-Saint-Père Airfield,Vélizy-Villacoublay Air Base,Gare de Villedieu-les-Poêles,Gare de Paris Montparnasse Hall 1 - 2,Avion,48.662255,-1.403685,48.774406,2.203102,264.870347317691,106.74871887826482,,,airports,OurAirports
Gare de Angers Maître École,Gare de Batz-sur-Mer,Soulaire Airfield,La Baule-Escoublac Airport,Gare de Angers Maître École,Gare de Batz-sur-Mer,Avion,47.565556,-0.549722,47.289398,-2.34639,138.5969382144863,88.91481603847376,,,airports,OurAirports
Gare de Angers Maître École,Gare de Pornichet,Soulaire Airfield,La Baule-Escoublac Airport,Gare de Angers Maître École,Gare de Pornichet,Avion,47.565556,-0.549722,47.289398,-2.34639,138.5969382144863,88.91481603847376,,,airports,OurAirports
Gare de Batz-sur-Mer,Gare de Mer,La Baule-Escoublac Airport,Beaugency Airfield,Gare de Batz-sur-Mer,Gare de Mer,Avion,47.289398,-2.34639,47.749467,1.578984,299.1453042035859,120.56229889667506,,,airports,OurAirports
Gare de Batz-sur-Mer,Gare de Saumur,La Baule-Escoublac Airport,Aérodrome de Saumur - Saint-Florent,Gare de Batz-sur-Mer,Gare de Saumur,Avion,47.289398,-2.34639,47.256802,-0.115142,168.37261114321973,108.0169586614439,,,airports,OurAirports
Gare de Brest,Gare de Redon,Brest Bretagne airport,Redon Bains-sur-Oust Airfield,Gare de Brest,Gare de Redon,Avion,48.447899,-4.41854,47.699402,-2.03667,195.55029154901655,78.81117426138718,,,airports,OurAirports
Gare de Briouze,Gare de Nonancourt,Aérodrome de Flers Saint-Paul,Saint-André-de-l'Eure Airfield,Gare de Briouze,Gare de Nonancourt,Avion,48.749964,-0.593927,48.897669,1.250839,136.04345065847562,87.27666385975924,,,airports,OurAirports
Gare de Champagné,Gare de Épernon,Le Mans-Arnage Airport,La Fontaine au Berger Airfield,Gare de Champagné,Gare de Épernon,Avion,47.948604,0.201702,48.582222,1.728889,133.19751668832168,85.45089700896287,,,airports,OurAirports
Gare de Cinq-Mars-la-Pile,Gare de Chantonnay,Hommes Volants Ultralight Airfield,Mouchamps Airfield,Gare de Cinq-Mars-la-Pile,Gare de Chantonnay,Avion,47.418534,0.323495,46.808611,-1.030556,122.87433951229659,78.8282153583887,,,airports,OurAirports
Gare de Courville-sur-Eure,Gare de Tiercé,Loulappe Airfield,Aérodrome privé de Soucelles,Gare de Courville-sur-Eure,Gare de Tiercé,Avion,48.438333,1.274444,47.580399,-0.412269,157.61598023911208,101.11620118184952,,,airports,OurAirports
Gare de Dreux,Gare de Briouze,Dreux Vernouillet Airfield,Aérodrome de Flers Saint-Paul,Gare de Dreux,Gare de Briouze,Avion,48.70543,1.361155,48.749964,-0.593927,143.4837568519848,92.04988226550782,,,airports,OurAirports
